gene_name	gene_biotype	gene_id
TMEM161B	protein_coding	ENSG00000164180
MIER3	protein_coding	ENSG00000155545
PCDHAC1	protein_coding	ENSG00000248383
TARS1	protein_coding	ENSG00000113407
CAST	protein_coding	ENSG00000153113
HSPA9	protein_coding	ENSG00000113013
FOXD1	protein_coding	ENSG00000251493
ANKRA2	protein_coding	ENSG00000164331
UTP15	protein_coding	ENSG00000164338
SAR1B	protein_coding	ENSG00000152700
SEC24A	protein_coding	ENSG00000113615
CAMLG	protein_coding	ENSG00000164615
DDX46	protein_coding	ENSG00000145833
C5orf24	protein_coding	ENSG00000181904
TXNDC15	protein_coding	ENSG00000113621
ATOX1	protein_coding	ENSG00000177556
GLRA1	protein_coding	ENSG00000145888
RXFP3	protein_coding	ENSG00000182631
SLC45A2	protein_coding	ENSG00000164175
C1QTNF3-AMACR	protein_coding	ENSG00000273294
C1QTNF3	protein_coding	ENSG00000082196
GPRIN1	protein_coding	ENSG00000169258
SNCB	protein_coding	ENSG00000074317
EIF4E1B	protein_coding	ENSG00000175766
TSPAN17	protein_coding	ENSG00000048140
SRFBP1	protein_coding	ENSG00000151304
LOX	protein_coding	ENSG00000113083
NPM1	protein_coding	ENSG00000181163
NDUFAF2	protein_coding	ENSG00000164182
UGT3A2	protein_coding	ENSG00000168671
LMBRD2	protein_coding	ENSG00000164187
NADK2	protein_coding	ENSG00000152620
SKP2	protein_coding	ENSG00000145604
G3BP1	protein_coding	ENSG00000145907
IRX2	protein_coding	ENSG00000170561
ADRB2	protein_coding	ENSG00000169252
CDC20B	protein_coding	ENSG00000164287
SHROOM1	protein_coding	ENSG00000164403
KIF3A	protein_coding	ENSG00000131437
CNOT8	protein_coding	ENSG00000155508
CDC42SE2	protein_coding	ENSG00000158985
SPINK1	protein_coding	ENSG00000164266
MAPK9	protein_coding	ENSG00000050748
TBC1D9B	protein_coding	ENSG00000197226
TMEM267	protein_coding	ENSG00000151881
PCDH1	protein_coding	ENSG00000156453
FYB1	protein_coding	ENSG00000082074
MOCS2	protein_coding	ENSG00000164172
PDLIM4	protein_coding	ENSG00000131435
SLC22A4	protein_coding	ENSG00000197208
C5orf22	protein_coding	ENSG00000082213
P4HA2	protein_coding	ENSG00000072682
POU4F3	protein_coding	ENSG00000091010
DROSHA	protein_coding	ENSG00000113360
PPP2R2B	protein_coding	ENSG00000156475
FNDC9	protein_coding	ENSG00000172568
NIPAL4	protein_coding	ENSG00000172548
HMGCR	protein_coding	ENSG00000113161
COL23A1	protein_coding	ENSG00000050767
RUFY1	protein_coding	ENSG00000176783
CBY3	protein_coding	ENSG00000204659
CANX	protein_coding	ENSG00000127022
ARSI	protein_coding	ENSG00000183876
TCOF1	protein_coding	ENSG00000070814
RPS14	protein_coding	ENSG00000164587
SLC1A3	protein_coding	ENSG00000079215
CDC23	protein_coding	ENSG00000094880
CDC25C	protein_coding	ENSG00000158402
FAM53C	protein_coding	ENSG00000120709
EGR1	protein_coding	ENSG00000120738
CPLANE1	protein_coding	ENSG00000197603
FBXW11	protein_coding	ENSG00000072803
IL5	protein_coding	ENSG00000113525
FAM114A2	protein_coding	ENSG00000055147
MFAP3	protein_coding	ENSG00000037749
IRF1	protein_coding	ENSG00000125347
SLC35A4	protein_coding	ENSG00000176087
PPP1R2B	protein_coding	ENSG00000231989
SGCD	protein_coding	ENSG00000170624
DIMT1	protein_coding	ENSG00000086189
EFNA5	protein_coding	ENSG00000184349
PRRC1	protein_coding	ENSG00000164244
GRXCR2	protein_coding	ENSG00000204928
CDK7	protein_coding	ENSG00000134058
CCDC125	protein_coding	ENSG00000183323
AK6	protein_coding	ENSG00000085231
RAD17	protein_coding	ENSG00000152942
MARVELD2	protein_coding	ENSG00000152939
GTF2H2C	protein_coding	ENSG00000183474
OCLN	protein_coding	ENSG00000197822
SLC27A6	protein_coding	ENSG00000113396
ISOC1	protein_coding	ENSG00000066583
ZNF622	protein_coding	ENSG00000173545
PDCD6-AHRR	protein_coding	ENSG00000288622
MAN2A1	protein_coding	ENSG00000112893
STC2	protein_coding	ENSG00000113739
OR2V2	protein_coding	ENSG00000182613
ANXA2R	protein_coding	ENSG00000177721
APBB3	protein_coding	ENSG00000113108
TAS2R1	protein_coding	ENSG00000169777
DOK3	protein_coding	ENSG00000146094
RPS23	protein_coding	ENSG00000186468
DCP2	protein_coding	ENSG00000172795
ZNF608	protein_coding	ENSG00000168916
TTC1	protein_coding	ENSG00000113312
ADAMTS19	protein_coding	ENSG00000145808
PLK2	protein_coding	ENSG00000145632
GIN1	protein_coding	ENSG00000145723
OR2V1	protein_coding	ENSG00000185372
CERT1	protein_coding	ENSG00000113163
ANKDD1B	protein_coding	ENSG00000189045
DNAH5	protein_coding	ENSG00000039139
ERCC8	protein_coding	ENSG00000049167
CARTPT	protein_coding	ENSG00000164326
HSD17B4	protein_coding	ENSG00000133835
RETREG1	protein_coding	ENSG00000154153
TNPO1	protein_coding	ENSG00000083312
SRA1	protein_coding	ENSG00000213523
JADE2	protein_coding	ENSG00000043143
WDR55	protein_coding	ENSG00000120314
HMHB1	protein_coding	ENSG00000158497
OR2Y1	protein_coding	ENSG00000174339
GPR151	protein_coding	ENSG00000173250
PCDHGA1	protein_coding	ENSG00000204956
PCDHGA2	protein_coding	ENSG00000081853
PCDHGA3	protein_coding	ENSG00000254245
PCDHGB1	protein_coding	ENSG00000254221
PCDHGA4	protein_coding	ENSG00000262576
PCDHGB2	protein_coding	ENSG00000253910
PCDHGA5	protein_coding	ENSG00000253485
PCDHGB3	protein_coding	ENSG00000262209
PCDHGA6	protein_coding	ENSG00000253731
PCDHGA7	protein_coding	ENSG00000253537
PCDHGB4	protein_coding	ENSG00000253953
PCDHGA8	protein_coding	ENSG00000253767
PCDHGA9	protein_coding	ENSG00000261934
PCDHGA10	protein_coding	ENSG00000253846
PCDHGB7	protein_coding	ENSG00000254122
PCDHGA11	protein_coding	ENSG00000253873
PCDHGA12	protein_coding	ENSG00000253159
PCDHGC3	protein_coding	ENSG00000240184
PCDHGC4	protein_coding	ENSG00000242419
PCDHGC5	protein_coding	ENSG00000240764
HDAC3	protein_coding	ENSG00000171720
RELL2	protein_coding	ENSG00000164620
PCDHGB5	protein_coding	ENSG00000276547
AHRR	protein_coding	ENSG00000063438
PAM	protein_coding	ENSG00000145730
ZNF131	protein_coding	ENSG00000172262
C5orf63	protein_coding	ENSG00000164241
ARHGEF28	protein_coding	ENSG00000214944
DMXL1	protein_coding	ENSG00000172869
PRELID2	protein_coding	ENSG00000186314
MCCC2	protein_coding	ENSG00000131844
TRIM7	protein_coding	ENSG00000146054
TRIM41	protein_coding	ENSG00000146063
RACK1	protein_coding	ENSG00000204628
TRIM52	protein_coding	ENSG00000183718
DCANP1	protein_coding	ENSG00000251380
TIFAB	protein_coding	ENSG00000255833
PDCD6	protein_coding	ENSG00000249915
FGFR4	protein_coding	ENSG00000160867
RAB24	protein_coding	ENSG00000169228
PRELID1	protein_coding	ENSG00000169230
RGS14	protein_coding	ENSG00000169220
BRD9	protein_coding	ENSG00000028310
TRIP13	protein_coding	ENSG00000071539
NKD2	protein_coding	ENSG00000145506
SLC12A7	protein_coding	ENSG00000113504
UQCRQ	protein_coding	ENSG00000164405
LEAP2	protein_coding	ENSG00000164406
CDX1	protein_coding	ENSG00000113722
FBXL17	protein_coding	ENSG00000145743
ARL15	protein_coding	ENSG00000185305
DHX29	protein_coding	ENSG00000067248
RIMOC1	protein_coding	ENSG00000205765
REEP2	protein_coding	ENSG00000132563
CLK4	protein_coding	ENSG00000113240
SDHA	protein_coding	ENSG00000073578
CCNJL	protein_coding	ENSG00000135083
HSPA4	protein_coding	ENSG00000170606
IL13	protein_coding	ENSG00000169194
BDP1	protein_coding	ENSG00000145734
FER	protein_coding	ENSG00000151422
LVRN	protein_coding	ENSG00000172901
DIAPH1	protein_coding	ENSG00000131504
FNIP1	protein_coding	ENSG00000217128
HRH2	protein_coding	ENSG00000113749
BTF3	protein_coding	ENSG00000145741
MAST4	protein_coding	ENSG00000069020
DBN1	protein_coding	ENSG00000113758
PCDHGB6	protein_coding	ENSG00000253305
MCTP1	protein_coding	ENSG00000175471
PLEKHG4B	protein_coding	ENSG00000153404
PDE6A	protein_coding	ENSG00000132915
SLC26A2	protein_coding	ENSG00000155850
SLC22A5	protein_coding	ENSG00000197375
GDF9	protein_coding	ENSG00000164404
ZDHHC11	protein_coding	ENSG00000188818
PCDHB2	protein_coding	ENSG00000112852
PCDHB3	protein_coding	ENSG00000113205
PCDHB4	protein_coding	ENSG00000081818
PCDHB5	protein_coding	ENSG00000113209
PCDHB6	protein_coding	ENSG00000113211
PCDHB7	protein_coding	ENSG00000113212
PCDHB8	protein_coding	ENSG00000120322
PCDHB16	protein_coding	ENSG00000272674
PCDHB9	protein_coding	ENSG00000177839
PCDHB10	protein_coding	ENSG00000120324
PCDHB11	protein_coding	ENSG00000197479
PCDHB12	protein_coding	ENSG00000120328
PCDHB13	protein_coding	ENSG00000187372
PCDHB14	protein_coding	ENSG00000120327
PCDHB15	protein_coding	ENSG00000113248
TAF7	protein_coding	ENSG00000178913
SLC25A2	protein_coding	ENSG00000120329
TAF9	protein_coding	ENSG00000273841
MYOT	protein_coding	ENSG00000120729
PKD2L2	protein_coding	ENSG00000078795
IK	protein_coding	ENSG00000113141
F2RL2	protein_coding	ENSG00000164220
F2R	protein_coding	ENSG00000181104
F2RL1	protein_coding	ENSG00000164251
DUSP1	protein_coding	ENSG00000120129
RPL26L1	protein_coding	ENSG00000037241
ATP6V0E1	protein_coding	ENSG00000113732
CREBRF	protein_coding	ENSG00000164463
BNIP1	protein_coding	ENSG00000113734
SHISAL2B	protein_coding	ENSG00000145642
SREK1IP1	protein_coding	ENSG00000153006
ERGIC1	protein_coding	ENSG00000113719
CWC27	protein_coding	ENSG00000153015
RNF44	protein_coding	ENSG00000146083
CDHR2	protein_coding	ENSG00000074276
ADAMTS6	protein_coding	ENSG00000049192
SPATA24	protein_coding	ENSG00000170469
GAPT	protein_coding	ENSG00000175857
WNT8A	protein_coding	ENSG00000061492
NME5	protein_coding	ENSG00000112981
FAM13B	protein_coding	ENSG00000031003
GFM2	protein_coding	ENSG00000164347
NSA2	protein_coding	ENSG00000164346
FAM169A	protein_coding	ENSG00000198780
ARL14EPL	protein_coding	ENSG00000268223
CD74	protein_coding	ENSG00000019582
CTXN3	protein_coding	ENSG00000205279
MXD3	protein_coding	ENSG00000213347
LARP1	protein_coding	ENSG00000155506
SPINK6	protein_coding	ENSG00000178172
MARCOL	protein_coding	ENSG00000248109
SPINK13	protein_coding	ENSG00000214510
SPINK14	protein_coding	ENSG00000196800
TSLP	protein_coding	ENSG00000145777
WDR36	protein_coding	ENSG00000134987
LMAN2	protein_coding	ENSG00000169223
NUDCD2	protein_coding	ENSG00000170584
HMMR	protein_coding	ENSG00000072571
SCAMP1	protein_coding	ENSG00000085365
AP3B1	protein_coding	ENSG00000132842
FAM170A	protein_coding	ENSG00000164334
CD14	protein_coding	ENSG00000170458
MAT2B	protein_coding	ENSG00000038274
MROH2B	protein_coding	ENSG00000171495
DAB2	protein_coding	ENSG00000153071
TENM2	protein_coding	ENSG00000145934
C9	protein_coding	ENSG00000113600
F12	protein_coding	ENSG00000131187
SPDL1	protein_coding	ENSG00000040275
INSYN2B	protein_coding	ENSG00000204767
DOCK2	protein_coding	ENSG00000134516
PRKAA1	protein_coding	ENSG00000132356
RPL37	protein_coding	ENSG00000145592
CARD6	protein_coding	ENSG00000132357
MAP3K1	protein_coding	ENSG00000095015
SETD9	protein_coding	ENSG00000155542
CDKL3	protein_coding	ENSG00000006837
UBE2B	protein_coding	ENSG00000119048
CDKN2AIPNL	protein_coding	ENSG00000237190
UBLCP1	protein_coding	ENSG00000164332
IL12B	protein_coding	ENSG00000113302
SLC30A5	protein_coding	ENSG00000145740
CCNB1	protein_coding	ENSG00000134057
TIMD4	protein_coding	ENSG00000145850
MED7	protein_coding	ENSG00000155868
GARIN3	protein_coding	ENSG00000170613
CSNK1G3	protein_coding	ENSG00000151292
ITK	protein_coding	ENSG00000113263
THOC3	protein_coding	ENSG00000051596
SIMC1	protein_coding	ENSG00000170085
KIAA1191	protein_coding	ENSG00000122203
ARL10	protein_coding	ENSG00000175414
NOP16	protein_coding	ENSG00000048162
HIGD2A	protein_coding	ENSG00000146066
CLTB	protein_coding	ENSG00000175416
FAF2	protein_coding	ENSG00000113194
UNC5A	protein_coding	ENSG00000113763
HK3	protein_coding	ENSG00000160883
UIMC1	protein_coding	ENSG00000087206
ZNF346	protein_coding	ENSG00000113761
TMED9	protein_coding	ENSG00000184840
B4GALT7	protein_coding	ENSG00000027847
PROP1	protein_coding	ENSG00000175325
N4BP3	protein_coding	ENSG00000145911
RMND5B	protein_coding	ENSG00000145916
GMCL2	protein_coding	ENSG00000244234
HNRNPAB	protein_coding	ENSG00000197451
PHYKPL	protein_coding	ENSG00000175309
OTULIN	protein_coding	ENSG00000154124
NHP2	protein_coding	ENSG00000145912
HAVCR2	protein_coding	ENSG00000135077
PIK3R1	protein_coding	ENSG00000145675
CPLX2	protein_coding	ENSG00000145920
PWWP2A	protein_coding	ENSG00000170234
PTCD2	protein_coding	ENSG00000049883
ZNF366	protein_coding	ENSG00000178175
GPX3	protein_coding	ENSG00000211445
TNIP1	protein_coding	ENSG00000145901
CCDC69	protein_coding	ENSG00000198624
GM2A	protein_coding	ENSG00000196743
SLC36A3	protein_coding	ENSG00000186334
SLC36A2	protein_coding	ENSG00000186335
PDLIM7	protein_coding	ENSG00000196923
RAD1	protein_coding	ENSG00000113456
BRIX1	protein_coding	ENSG00000113460
CENPH	protein_coding	ENSG00000153044
MRPS36	protein_coding	ENSG00000134056
GCNT4	protein_coding	ENSG00000176928
ANKRD31	protein_coding	ENSG00000145700
POC5	protein_coding	ENSG00000152359
SV2C	protein_coding	ENSG00000122012
IQGAP2	protein_coding	ENSG00000145703
S100Z	protein_coding	ENSG00000171643
CRHBP	protein_coding	ENSG00000145708
AGGF1	protein_coding	ENSG00000164252
ZBED3	protein_coding	ENSG00000132846
PDE8B	protein_coding	ENSG00000113231
WDR41	protein_coding	ENSG00000164253
OTP	protein_coding	ENSG00000171540
TBCA	protein_coding	ENSG00000171530
SPINK5	protein_coding	ENSG00000133710
SMIM33	protein_coding	ENSG00000283288
STING1	protein_coding	ENSG00000184584
CXXC5	protein_coding	ENSG00000171604
UBE2D2	protein_coding	ENSG00000131508
MRPS27	protein_coding	ENSG00000113048
FAM81B	protein_coding	ENSG00000153347
ARSK	protein_coding	ENSG00000164291
GPR150	protein_coding	ENSG00000178015
OTULINL	protein_coding	ENSG00000145569
DDX4	protein_coding	ENSG00000152670
IL31RA	protein_coding	ENSG00000164509
IL6ST	protein_coding	ENSG00000134352
AGXT2	protein_coding	ENSG00000113492
DNAJC21	protein_coding	ENSG00000168724
ZNF474	protein_coding	ENSG00000164185
MACIR	protein_coding	ENSG00000181751
PPIP5K2	protein_coding	ENSG00000145725
CATSPER3	protein_coding	ENSG00000152705
PITX1	protein_coding	ENSG00000069011
SLC25A48	protein_coding	ENSG00000145832
NEUROG1	protein_coding	ENSG00000181965
CXCL14	protein_coding	ENSG00000145824
SLC6A7	protein_coding	ENSG00000011083
CAMK2A	protein_coding	ENSG00000070808
CYFIP2	protein_coding	ENSG00000055163
ZNF454	protein_coding	ENSG00000178187
GRM6	protein_coding	ENSG00000113262
ZNF879	protein_coding	ENSG00000234284
ZNF354C	protein_coding	ENSG00000177932
ADAMTS2	protein_coding	ENSG00000087116
FAM193B	protein_coding	ENSG00000146067
ERBIN	protein_coding	ENSG00000112851
SREK1	protein_coding	ENSG00000153914
KIF2A	protein_coding	ENSG00000068796
HAVCR1	protein_coding	ENSG00000113249
TTC23L	protein_coding	ENSG00000205838
SKIC3	protein_coding	ENSG00000198677
POU5F2	protein_coding	ENSG00000248483
NR2F1	protein_coding	ENSG00000175745
ZNF354A	protein_coding	ENSG00000169131
ZNF354B	protein_coding	ENSG00000178338
AMACR	protein_coding	ENSG00000242110
ANXA6	protein_coding	ENSG00000197043
SLC6A19	protein_coding	ENSG00000174358
SLC6A18	protein_coding	ENSG00000164363
TERT	protein_coding	ENSG00000164362
CLPTM1L	protein_coding	ENSG00000049656
SLC6A3	protein_coding	ENSG00000142319
LPCAT1	protein_coding	ENSG00000153395
SERF1A	protein_coding	ENSG00000172058
SMN1	protein_coding	ENSG00000172062
NAIP	protein_coding	ENSG00000249437
GTF2H2	protein_coding	ENSG00000145736
ZCCHC9	protein_coding	ENSG00000131732
ACOT12	protein_coding	ENSG00000172497
SSBP2	protein_coding	ENSG00000145687
SKP1	protein_coding	ENSG00000113558
PPP2CA	protein_coding	ENSG00000113575
ZDHHC11B	protein_coding	ENSG00000206077
SCGB3A1	protein_coding	ENSG00000161055
FLT4	protein_coding	ENSG00000037280
OR4F3	protein_coding	ENSG00000230178
SLF1	protein_coding	ENSG00000133302
KIAA0825	protein_coding	ENSG00000185261
MACROH2A1	protein_coding	ENSG00000113648
MATR3	protein_coding	ENSG00000280987
TRIO	protein_coding	ENSG00000038382
HNRNPA0	protein_coding	ENSG00000177733
ATPSCKMT	protein_coding	ENSG00000150756
CCT5	protein_coding	ENSG00000150753
CMBL	protein_coding	ENSG00000164237
ROPN1L	protein_coding	ENSG00000145491
C5orf15	protein_coding	ENSG00000113583
VDAC1	protein_coding	ENSG00000213585
TCF7	protein_coding	ENSG00000081059
TSSK1B	protein_coding	ENSG00000212122
YTHDC2	protein_coding	ENSG00000047188
MCC	protein_coding	ENSG00000171444
RGMB	protein_coding	ENSG00000174136
CHD1	protein_coding	ENSG00000153922
CSNK1A1	protein_coding	ENSG00000113712
DAP	protein_coding	ENSG00000112977
CTNND2	protein_coding	ENSG00000169862
GFRA3	protein_coding	ENSG00000146013
HBEGF	protein_coding	ENSG00000113070
SPARC	protein_coding	ENSG00000113140
C6	protein_coding	ENSG00000039537
C7	protein_coding	ENSG00000112936
FBN2	protein_coding	ENSG00000138829
GRIA1	protein_coding	ENSG00000155511
SPINK7	protein_coding	ENSG00000145879
SPINK9	protein_coding	ENSG00000204909
FBXO38	protein_coding	ENSG00000145868
HTR4	protein_coding	ENSG00000164270
C5orf58	protein_coding	ENSG00000234511
CCDC192	protein_coding	ENSG00000230561
KCNN2	protein_coding	ENSG00000080709
POLK	protein_coding	ENSG00000122008
RFESD	protein_coding	ENSG00000175449
SPATA9	protein_coding	ENSG00000145757
RHOBTB3	protein_coding	ENSG00000164292
GLRX	protein_coding	ENSG00000173221
MEF2C	protein_coding	ENSG00000081189
TCERG1	protein_coding	ENSG00000113649
LINC02218	protein_coding	ENSG00000249662
H3Y2	protein_coding	ENSG00000268799
TAF11L2	protein_coding	ENSG00000284373
TAF11L3	protein_coding	ENSG00000284439
TAF11L4	protein_coding	ENSG00000284283
TAF11L5	protein_coding	ENSG00000284234
TAF11L6	protein_coding	ENSG00000284042
TAF11L7	protein_coding	ENSG00000284465
TAF11L8	protein_coding	ENSG00000283967
TAF11L9	protein_coding	ENSG00000283988
TAF11L10	protein_coding	ENSG00000284356
TAF11L11	protein_coding	ENSG00000283740
TAF11L12	protein_coding	ENSG00000249156
TAF11L13	protein_coding	ENSG00000283776
TAF11L14	protein_coding	ENSG00000250782
H3Y1	protein_coding	ENSG00000269466
DEPDC1B	protein_coding	ENSG00000035499
PDE4D	protein_coding	ENSG00000113448
SERF1B	protein_coding	ENSG00000205572
SMN2	protein_coding	ENSG00000205571
SPOCK1	protein_coding	ENSG00000152377
KLHL3	protein_coding	ENSG00000146021
PCDHA4	protein_coding	ENSG00000204967
MARCHF6	protein_coding	ENSG00000145495
ANKRD33B	protein_coding	ENSG00000164236
SLIT3	protein_coding	ENSG00000184347
SMIM23	protein_coding	ENSG00000185662
SELENOP	protein_coding	ENSG00000250722
APC	protein_coding	ENSG00000134982
ERAP2	protein_coding	ENSG00000164308
LNPEP	protein_coding	ENSG00000113441
LIX1	protein_coding	ENSG00000145721
HNRNPH1	protein_coding	ENSG00000169045
MAML1	protein_coding	ENSG00000161021
LTC4S	protein_coding	ENSG00000213316
MGAT4B	protein_coding	ENSG00000161013
SQSTM1	protein_coding	ENSG00000161011
MRNIP	protein_coding	ENSG00000161010
EBF1	protein_coding	ENSG00000164330
KCNIP1	protein_coding	ENSG00000182132
GABRP	protein_coding	ENSG00000094755
PLCXD3	protein_coding	ENSG00000182836
ENC1	protein_coding	ENSG00000171617
HEXB	protein_coding	ENSG00000049860
TENT2	protein_coding	ENSG00000164329
MTX3	protein_coding	ENSG00000177034
THBS4	protein_coding	ENSG00000113296
FSTL4	protein_coding	ENSG00000053108
KDM3B	protein_coding	ENSG00000120733
ETF1	protein_coding	ENSG00000120705
SH3RF2	protein_coding	ENSG00000156463
PLAC8L1	protein_coding	ENSG00000173261
LARS1	protein_coding	ENSG00000133706
RBM27	protein_coding	ENSG00000091009
ABLIM3	protein_coding	ENSG00000173210
AFAP1L1	protein_coding	ENSG00000157510
GRPEL2	protein_coding	ENSG00000164284
PCYOX1L	protein_coding	ENSG00000145882
IL17B	protein_coding	ENSG00000127743
MYOZ3	protein_coding	ENSG00000164591
RBM22	protein_coding	ENSG00000086589
DCTN4	protein_coding	ENSG00000132912
SMIM3	protein_coding	ENSG00000256235
IRGM	protein_coding	ENSG00000237693
ZNF300	protein_coding	ENSG00000145908
SLC36A1	protein_coding	ENSG00000123643
FAT2	protein_coding	ENSG00000086570
CCNG1	protein_coding	ENSG00000113328
RNF145	protein_coding	ENSG00000145860
PRDM9	protein_coding	ENSG00000164256
FAM153A	protein_coding	ENSG00000170074
MSANTD5	protein_coding	ENSG00000285891
WWC1	protein_coding	ENSG00000113645
RARS1	protein_coding	ENSG00000113643
FBLL1	protein_coding	ENSG00000188573
PANK3	protein_coding	ENSG00000120137
NSD1	protein_coding	ENSG00000165671
OSMR	protein_coding	ENSG00000145623
RICTOR	protein_coding	ENSG00000164327
GMDS	protein_coding	ENSG00000112699
EXOC2	protein_coding	ENSG00000112685
FAM50B	protein_coding	ENSG00000145945
EEF1E1	protein_coding	ENSG00000124802
BLOC1S5	protein_coding	ENSG00000188428
TMEM170B	protein_coding	ENSG00000205269
EEF1E1-BLOC1S5	protein_coding	ENSG00000265818
KDM1B	protein_coding	ENSG00000165097
BLOC1S5-TXNDC5	protein_coding	ENSG00000259040
